Associated Gene Name	Gene Start (bp)	Gene End (bp)	MIM Morbid Accession	MIM Morbid Description	Ensembl Gene ID	Description	Gene type
KRT18P22	116778486	116779832			ENSG00000218153	keratin 18 pseudogene 22 [Source:HGNC Symbol;Acc:33390]	pseudogene
snoU13	11079248	11079346			ENSG00000238896	Small nucleolar RNA U13 [Source:RFAM;Acc:RF01210]	snoRNA
RP4-761I2.5	11155162	11155383			ENSG00000271245		pseudogene
Z84488.1	116778895	116778985			ENSG00000265516		miRNA
RP3-510L9.1	11173685	11259332			ENSG00000247925		antisense
RP1-93H18.6	116781902	116784855			ENSG00000244158		antisense
AL391538.1	48817560	48817639			ENSG00000221175		miRNA
RP11-716O23.1	11417583	11481472			ENSG00000233656		lincRNA
RP1-57E3.1	48919707	48920418			ENSG00000271162		pseudogene
RP11-259P20.1	116813460	116818262			ENSG00000234117		antisense
RP11-716O23.2	11487459	11515943			ENSG00000242753		lincRNA
RP4-724P12.1	49045349	49045688			ENSG00000218337		pseudogene
RPS29P13	117369833	117370001			ENSG00000217089	ribosomal protein S29 pseudogene 13 [Source:HGNC Symbol;Acc:35818]	pseudogene
RP1-142O9.2	49241241	49241435			ENSG00000217631		pseudogene
RNU1-64P	11503742	11503904			ENSG00000202313	RNA, U1 small nuclear 64, pseudogene [Source:HGNC Symbol;Acc:48406]	snRNA
PRKRIRP5	11514425	11516699			ENSG00000218020	protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor) pseudogene 5 [Source:HGNC Symbol;Acc:39569]	pseudogene
RNU7-65P	49312460	49312521			ENSG00000252457	RNA, U7 small nuclear 65 pseudogene [Source:HGNC Symbol;Acc:34161]	snRNA
RNA5SP214	117381845	117381962			ENSG00000200248	RNA, 5S ribosomal pseudogene 214 [Source:HGNC Symbol;Acc:43114]	rRNA
RN7SKP18	117620527	117620801			ENSG00000251814	RNA, 7SK small nuclear pseudogene 18 [Source:HGNC Symbol;Acc:45742]	misc_RNA
EEF1A1P42	49325859	49328093			ENSG00000219374	eukaryotic translation elongation factor 1 alpha 1 pseudogene 42 [Source:HGNC Symbol;Acc:48927]	pseudogene
RN7SKP51	117622618	117622921			ENSG00000222713	RNA, 7SK small nuclear pseudogene 51 [Source:HGNC Symbol;Acc:45775]	misc_RNA
RP11-679B17.2	11607785	11608214			ENSG00000271897		lincRNA
DEK	18224099	18265054			ENSG00000124795	DEK oncogene [Source:HGNC Symbol;Acc:2768]	protein_coding
RP1-92C8.2	117752754	117753605			ENSG00000219703		pseudogene
SNORA67	11710052	11710193			ENSG00000207419	Small nucleolar RNA SNORA67 [Source:RFAM;Acc:RF00272]	snoRNA
RP3-413H6.2	11810835	11811481			ENSG00000234427		lincRNA
RP3-420J14.1	11861859	11863203			ENSG00000215124		pseudogene
HSP90AB1	44214824	44221620			ENSG00000096384	heat shock protein 90kDa alpha (cytosolic), class B member 1 [Source:HGNC Symbol;Acc:5258]	protein_coding
AL132671.1	117766553	117766604			ENSG00000221434		miRNA
RP1-92C8.3	117772293	117774688			ENSG00000226181		antisense
RNU6-253P	117778897	117779001			ENSG00000207461	RNA, U6 small nuclear 253, pseudogene [Source:HGNC Symbol;Acc:47216]	snRNA
NEPNP	117954869	117966250			ENSG00000218233	nephrocan, pseudogene [Source:HGNC Symbol;Acc:33184]	pseudogene
RP11-456H18.1	11990576	11992245			ENSG00000225102		antisense
CYP2AC1P	49533637	49547879			ENSG00000216998	cytochrome P450, family 2, subfamily AC, polypeptide 1, pseudogene [Source:HGNC Symbol;Acc:39976]	pseudogene
RP11-632C17__A.1	118320138	118320611			ENSG00000230202		pseudogene
RP11-456H18.2	12007903	12009089			ENSG00000229896		lincRNA
RP11-57K17.1	118773632	118776155			ENSG00000216809		pseudogene
SUMO2P12	12319685	12319824			ENSG00000218893	SUMO2 pseudogene 12 [Source:HGNC Symbol;Acc:49350]	pseudogene
BRD7P3	118822593	118824069			ENSG00000169075	bromodomain containing 7 pseudogene 3 [Source:HGNC Symbol;Acc:24171]	pseudogene
RN7SKP293	12406718	12407013			ENSG00000223321	RNA, 7SK small nuclear pseudogene 293 [Source:HGNC Symbol;Acc:46017]	misc_RNA
SSXP10	118910233	118910797			ENSG00000217330	SSX family pseudogene 10 [Source:HGNC Symbol;Acc:30638]	pseudogene
RPL15P3	12514342	12515006			ENSG00000212802	ribosomal protein L15 pseudogene 3 [Source:HGNC Symbol;Acc:21538]	pseudogene
HSD17B8	33172419	33174608			ENSG00000204228	hydroxysteroid (17-beta) dehydrogenase 8 [Source:HGNC Symbol;Acc:3554]	protein_coding
RP11-210H10__A.1	119078681	119104583			ENSG00000225549		pseudogene
RP11-125M16.1	12583147	12585636			ENSG00000234015		lincRNA
RP11-351A11.1	119255950	119352706			ENSG00000253194		antisense
AL354680.1	12753907	12754003			ENSG00000223291		miRNA
TTBK1	43211418	43255997			ENSG00000146216	tau tubulin kinase 1 [Source:HGNC Symbol;Acc:19140]	protein_coding
RNU1-11P	13214288	13214451			ENSG00000206702	RNA, U1 small nuclear 11, pseudogene [Source:HGNC Symbol;Acc:10137]	snRNA
Y_RNA	119379045	119379139			ENSG00000222649	Y RNA [Source:RFAM;Acc:RF00019]	misc_RNA
MIR548B	119390212	119390308			ENSG00000207982	microRNA 548b [Source:HGNC Symbol;Acc:32799]	miRNA
RP1-257A7.4	13265093	13295818			ENSG00000215022		antisense
RP3-354N19.1	119480462	119480641			ENSG00000220139		pseudogene
RP3-417L20.4	49785143	49788155			ENSG00000235122		antisense
ADGB	146920101	147136598			ENSG00000118492	androglobin [Source:HGNC Symbol;Acc:21212]	protein_coding
RP11-719J20.1	49791425	49792495			ENSG00000226707		lincRNA
RP3-354N19.3	119590298	119590879			ENSG00000216316		pseudogene
RP1-257A7.5	13290250	13290722			ENSG00000272379		lincRNA
RP11-397G17.1	50061424	50066995			ENSG00000226733		lincRNA
GFOD1-AS1	13486526	13487084			ENSG00000237786	GFOD1 antisense RNA 1 [Source:HGNC Symbol;Acc:40956]	antisense
RPS4XP7	13521498	13522277			ENSG00000218265	ribosomal protein S4X pseudogene 7 [Source:HGNC Symbol;Acc:36885]	pseudogene
RNU6-194P	119648446	119648550			ENSG00000200732	RNA, U6 small nuclear 194, pseudogene [Source:HGNC Symbol;Acc:47157]	snRNA
RP11-524K22.1	50481748	50488817			ENSG00000233470		lincRNA
MIR3144	120336325	120336403			ENSG00000265725	microRNA 3144 [Source:HGNC Symbol;Acc:38331]	miRNA
RNU6-214P	120847440	120847546			ENSG00000206857	RNA, U6 small nuclear 214, pseudogene [Source:HGNC Symbol;Acc:47177]	snRNA
RP1-28O17.1	50555320	50604918			ENSG00000230472		lincRNA
RNA5SP215	121007767	121007888			ENSG00000200310	RNA, 5S ribosomal pseudogene 215 [Source:HGNC Symbol;Acc:43115]	rRNA
COX6A1P3	121102366	121102658			ENSG00000216710	cytochrome c oxidase subunit VIa polypeptide 1 pseudogene 3 [Source:HGNC Symbol;Acc:37633]	pseudogene
RN7SKP204	13547936	13548245			ENSG00000202351	RNA, 7SK small nuclear pseudogene 204 [Source:HGNC Symbol;Acc:45928]	misc_RNA
RP1-223E5.4	13614343	13615387			ENSG00000261071		antisense
RNU7-91P	13680312	13680373			ENSG00000252966	RNA, U7 small nuclear 91 pseudogene [Source:HGNC Symbol;Acc:45625]	snRNA
RNU6-1286P	121675500	121675606			ENSG00000206598	RNA, U6 small nuclear 1286, pseudogene [Source:HGNC Symbol;Acc:48249]	snRNA
AL023583.1	13817713	13817966			ENSG00000233075		pseudogene
Y_RNA	121699943	121700044			ENSG00000207403	Y RNA [Source:RFAM;Acc:RF00019]	misc_RNA
RPS17P5	50824968	50825375			ENSG00000060303	ribosomal protein S17 pseudogene 5 [Source:HGNC Symbol;Acc:21352]	pseudogene
RP1-276J11.2	121702618	121703006			ENSG00000220447		pseudogene
RP3-500L14.2	13825663	13826805			ENSG00000272209		lincRNA
MRPL35P1	13949326	13949897			ENSG00000220868	mitochondrial ribosomal protein L35 pseudogene 1 [Source:HGNC Symbol;Acc:29705]	pseudogene
RP3-380E11.2	14005151	14007132			ENSG00000233981		lincRNA
RP1-276J11.3	121710470	121711503			ENSG00000272714		pseudogene
RNU7-133P	14156693	14156754			ENSG00000238987	RNA, U7 small nuclear 133 pseudogene [Source:HGNC Symbol;Acc:45667]	snRNA
RNU4-35P	121775127	121775267			ENSG00000199458	RNA, U4 small nuclear 35, pseudogene [Source:HGNC Symbol;Acc:46971]	snRNA
RP4-753D5.3	50865328	50865938			ENSG00000216913		pseudogene
RP11-359N11.1	14230006	14231801			ENSG00000230631		lincRNA
RP1-172I22.1	121799419	121801054			ENSG00000219784		pseudogene
LINC01108	14280358	14285376			ENSG00000226673	long intergenic non-protein coding RNA 1108 [Source:HGNC Symbol;Acc:49234]	lincRNA
RP3-448I9.2	14391462	14393519			ENSG00000237346		lincRNA
RNU4-76P	121863632	121863772			ENSG00000201379	RNA, U4 small nuclear 76, pseudogene [Source:HGNC Symbol;Acc:47012]	snRNA
FTH1P5	50880425	50880969			ENSG00000230204	ferritin, heavy polypeptide 1 pseudogene 5 [Source:HGNC Symbol;Acc:3996]	pseudogene
RNU2-8P	121901478	121901667			ENSG00000222659	RNA, U2 small nuclear 8, pseudogene [Source:HGNC Symbol;Acc:48501]	snRNA
RP3-448I9.1	14394557	14404520			ENSG00000234540		lincRNA
RP11-129H15.1	121962155	121962367			ENSG00000220326		pseudogene
RP11-330A16.1	14597745	14599921			ENSG00000229646		lincRNA
RNU6-793P	14646766	14646869			ENSG00000206960	RNA, U6 small nuclear 793, pseudogene [Source:HGNC Symbol;Acc:47756]	snRNA
RP11-146I2.1	14977019	15090234			ENSG00000234261		lincRNA
SLC25A5P7	121974941	121975836			ENSG00000218180	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5 pseudogene 7 [Source:HGNC Symbol;Acc:513]	pseudogene
RP1-190J20.2	15103177	15104361			ENSG00000216754		pseudogene
RP3-437C15.2	51250080	51250647			ENSG00000270306		pseudogene
RP11-129H15.3	122001118	122001605			ENSG00000219135		pseudogene
RP3-437C15.1	51274879	51275335			ENSG00000232702		pseudogene
RN7SL332P	15113199	15113450			ENSG00000242989	RNA, 7SL, cytoplasmic 332, pseudogene [Source:HGNC Symbol;Acc:46348]	misc_RNA
AL050335.1	15149930	15150030			ENSG00000264687		miRNA
RP11-129H15.4	122004071	122005418			ENSG00000217139		pseudogene
SNORD66	51329488	51329563			ENSG00000212532	Small nucleolar RNA SNORD66 [Source:RFAM;Acc:RF00572]	snoRNA
RP11-560J1.2	15244154	15245231			ENSG00000271888		lincRNA
RP11-793K1.1	51401953	51402341			ENSG00000214641		pseudogene
LY6G5C	31644461	31651817			ENSG00000204428	lymphocyte antigen 6 complex, locus G5C [Source:HGNC Symbol;Acc:13932]	protein_coding
JARID2-AS1	15248046	15248865			ENSG00000235488	JARID2 antisense RNA 1 [Source:HGNC Symbol;Acc:40314]	antisense
RP3-335N17.2	51464521	51487682			ENSG00000228689		antisense
RNU6-522P	15315151	15315257			ENSG00000201367	RNA, U6 small nuclear 522, pseudogene [Source:HGNC Symbol;Acc:47485]	snRNA
RNU6-645P	15324598	15324703			ENSG00000201519	RNA, U6 small nuclear 645, pseudogene [Source:HGNC Symbol;Acc:47608]	snRNA
ARPC3P5	15935013	15935546			ENSG00000214027	actin related protein 2/3 complex, subunit 3 pseudogene 5 [Source:HGNC Symbol;Acc:39435]	pseudogene
HMGB3P18	122179325	122179914			ENSG00000220184	high mobility group box 3 pseudogene 18 [Source:HGNC Symbol;Acc:39310]	pseudogene
RN7SL580P	51840458	51840755			ENSG00000240641	RNA, 7SL, cytoplasmic 580, pseudogene [Source:HGNC Symbol;Acc:46596]	misc_RNA
AL590391.1	51926413	51926504			ENSG00000264206		miRNA
RP11-401E14.2	15995175	16000028			ENSG00000232947		lincRNA
MIR206	52009147	52009232			ENSG00000207604	microRNA 206 [Source:HGNC Symbol;Acc:31584]	miRNA
RNU1-18P	122532794	122532957			ENSG00000199932	RNA, U1 small nuclear 18, pseudogene [Source:HGNC Symbol;Acc:41944]	snRNA
RP1-13D10.5	16107853	16108824			ENSG00000217585		pseudogene
RP11-95G17.2	122964533	122965916			ENSG00000272472		lincRNA
MIR133BHG	52011612	52015917			ENSG00000225613	MIR133B host gene (non-protein coding) [Source:HGNC Symbol;Acc:49089]	lincRNA
RN7SL564P	123066419	123066693			ENSG00000240606	RNA, 7SL, cytoplasmic 564, pseudogene [Source:HGNC Symbol;Acc:46580]	misc_RNA
ATP5LP2	123180823	123181133			ENSG00000232362	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit g, pseudogene 2 [Source:HGNC Symbol;Acc:13215]	pseudogene
MIR4639	16141787	16141855			ENSG00000263712	microRNA 4639 [Source:HGNC Symbol;Acc:41645]	miRNA
MIR133B	52013721	52013839			ENSG00000199080	microRNA 133b [Source:HGNC Symbol;Acc:31759]	miRNA
U3	16148518	16148676			ENSG00000251793	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	snoRNA
SLC25A20P1	52111258	52112160			ENSG00000218363	solute carrier family 25 (carnitine/acylcarnitine translocase), member 20 pseudogene 1 [Source:HGNC Symbol;Acc:1422]	pseudogene
RP1-13D10.2	16161157	16161642			ENSG00000218073		pseudogene
RP1-13D10.3	16163608	16163993			ENSG00000217078		pseudogene
RP11-532N4.2	123732857	123792904			ENSG00000235535		antisense
MRPL42P2	16171837	16172262			ENSG00000216364	mitochondrial ribosomal protein L42 pseudogene 2 [Source:HGNC Symbol;Acc:29711]	pseudogene
RNU6-1114P	16205245	16205351			ENSG00000251831	RNA, U6 small nuclear 1114, pseudogene [Source:HGNC Symbol;Acc:48077]	snRNA
TRAM2-AS1	52442105	52448783			ENSG00000225791	TRAM2 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:48663]	lincRNA
Y_RNA	16232462	16232561			ENSG00000207193	Y RNA [Source:RFAM;Acc:RF00019]	misc_RNA
AL034375.1	16428675	16428754			ENSG00000265642		miRNA
RP1-151F17.1	16761369	16762883			ENSG00000229931		antisense
AL354936.1	124061579	124061677			ENSG00000216015		miRNA
RP11-374A22.1	124144385	124150430			ENSG00000237321		sense_intronic
RP1-151F17.2	16764577	16767114			ENSG00000272341		lincRNA
RP11-510H23.1	125230239	125284185			ENSG00000236548		antisense
RP1-152L7.9	52522171	52522449			ENSG00000270382		pseudogene
RP1-273P12.1	17381598	17382351			ENSG00000219314		pseudogene
RP11-735G4.1	125691357	125695470			ENSG00000226409		antisense
RP1-152L7.5	52529946	52533953			ENSG00000216775		pseudogene
RPL7P26	17531130	17531883			ENSG00000184612	ribosomal protein L7 pseudogene 26 [Source:HGNC Symbol;Acc:36630]	pseudogene
RP11-138M12.1	125746773	125766329			ENSG00000228704		lincRNA
UHRF1BP1	34759857	34850915			ENSG00000065060	UHRF1 binding protein 1 [Source:HGNC Symbol;Acc:21216]	protein_coding
RP11-624M8.1	125899704	126070336			ENSG00000237742		antisense
SUMO2P13	17582265	17582536			ENSG00000218359	SUMO2 pseudogene 13 [Source:HGNC Symbol;Acc:49351]	pseudogene
RNU6-190P	17619764	17619865			ENSG00000206881	RNA, U6 small nuclear 190, pseudogene [Source:HGNC Symbol;Acc:47153]	snRNA
RP11-500C11.3	17706488	17707575			ENSG00000272269		antisense
RP1-293L8.2	125995499	126041364			ENSG00000224506		lincRNA
RNA5SP204	17722017	17722134			ENSG00000201415	RNA, 5S ribosomal pseudogene 204 [Source:HGNC Symbol;Acc:43104]	rRNA
Y_RNA	17737689	17737790			ENSG00000201442	Y RNA [Source:RFAM;Acc:RF00019]	misc_RNA
AL023807.1	17894075	17894300			ENSG00000203518		pseudogene
NCOA7-AS1	126119002	126140004			ENSG00000232131	NCOA7 antisense RNA 1 [Source:HGNC Symbol;Acc:40954]	antisense
RP3-525L6.2	17953803	17954161			ENSG00000220920		pseudogene
RN7SKP56	126196314	126196644			ENSG00000222445	RNA, 7SK small nuclear pseudogene 56 [Source:HGNC Symbol;Acc:45780]	misc_RNA
RNA5SP216	126300958	126301080			ENSG00000251920	RNA, 5S ribosomal pseudogene 216 [Source:HGNC Symbol;Acc:43116]	rRNA
Y_RNA	18273396	18273497			ENSG00000199715	Y RNA [Source:RFAM;Acc:RF00019]	misc_RNA
RING1	33176272	33180499			ENSG00000204227	ring finger protein 1 [Source:HGNC Symbol;Acc:10018]	protein_coding
RP11-527F13.1	126498339	126523385			ENSG00000231842		lincRNA
RNU6-263P	18307204	18307310			ENSG00000200681	RNA, U6 small nuclear 263, pseudogene [Source:HGNC Symbol;Acc:47226]	snRNA
RP11-528A10.2	18363648	18365654			ENSG00000217414		pseudogene
RP11-528A10.1	18366967	18368875			ENSG00000218976		pseudogene
PPP1R14BP5	126579067	126579501			ENSG00000213133	protein phosphatase 1, regulatory (inhibitor) subunit 14B pseudogene 5 [Source:HGNC Symbol;Acc:16332]	pseudogene
RP1-152L7.3	52552728	52568623			ENSG00000220377		pseudogene
MIR588	126805777	126805859			ENSG00000207632	microRNA 588 [Source:HGNC Symbol;Acc:32844]	miRNA
RNU6-200P	126911433	126911539			ENSG00000201613	RNA, U6 small nuclear 200, pseudogene [Source:HGNC Symbol;Acc:47163]	snRNA
VIMP1	126923502	126924795			ENSG00000220548	vimentin pseudogene 1 [Source:HGNC Symbol;Acc:43891]	pseudogene
snoU13	18402182	18402283			ENSG00000238458	Small nucleolar RNA U13 [Source:RFAM;Acc:RF01210]	snoRNA
MIR548A1	18572015	18572111			ENSG00000207775	microRNA 548a-1 [Source:HGNC Symbol;Acc:32796]	miRNA
RP11-254A17.1	19143926	19144391			ENSG00000217379		pseudogene
LRP11	150139934	150186199			ENSG00000120256	low density lipoprotein receptor-related protein 11 [Source:HGNC Symbol;Acc:16936]	protein_coding
PRELID1P1	126964634	126965536			ENSG00000217325	PRELI domain containing 1 pseudogene 1 [Source:HGNC Symbol;Acc:43886]	pseudogene
RPS4XP9	127004181	127004992			ENSG00000217404	ribosomal protein S4X pseudogene 9 [Source:HGNC Symbol;Acc:35792]	pseudogene
RP11-686D16.1	19290550	19321252			ENSG00000231662		lincRNA
RPL5P20	19348412	19349307			ENSG00000218643	ribosomal protein L5 pseudogene 20 [Source:HGNC Symbol;Acc:36660]	pseudogene
RNA5SP217	127639028	127639118			ENSG00000251768	RNA, 5S ribosomal pseudogene 217 [Source:HGNC Symbol;Acc:43117]	rRNA
RNA5SP205	19438514	19438649			ENSG00000201523	RNA, 5S ribosomal pseudogene 205 [Source:HGNC Symbol;Acc:43105]	rRNA
OLIG3	137813336	137815531			ENSG00000177468	oligodendrocyte transcription factor 3 [Source:HGNC Symbol;Acc:18003]	protein_coding
YWHAZP4	127676901	127677934			ENSG00000213131	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta pseudogene 4 [Source:HGNC Symbol;Acc:30851]	pseudogene
RP1-167F1.2	19535175	19839311			ENSG00000226786		antisense
KRT18P38	19612986	19614267			ENSG00000214012	keratin 18 pseudogene 38 [Source:HGNC Symbol;Acc:33407]	pseudogene
PDE7B	136172834	136516712			ENSG00000171408	phosphodiesterase 7B [Source:HGNC Symbol;Acc:8792]	protein_coding
TBC1D7	13266774	13328815			ENSG00000145979	TBC1 domain family, member 7 [Source:HGNC Symbol;Acc:21066]	protein_coding
RPL5P18	127683658	127684548			ENSG00000220744	ribosomal protein L5 pseudogene 18 [Source:HGNC Symbol;Acc:36640]	pseudogene
UQCRFS1P3	19638271	19639039			ENSG00000217314	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 pseudogene 3 [Source:HGNC Symbol;Acc:39173]	pseudogene
RNU6-801P	19642656	19642760			ENSG00000200957	RNA, U6 small nuclear 801, pseudogene [Source:HGNC Symbol;Acc:47764]	snRNA
RP3-471C18.2	19690056	19753344			ENSG00000237404		lincRNA
RP1-177A13.1	127737680	127738097			ENSG00000220522		pseudogene
TNFAIP3	138188351	138204449			ENSG00000118503	tumor necrosis factor, alpha-induced protein 3 [Source:HGNC Symbol;Acc:11896]	protein_coding
RP3-471C18.1	19730658	19734798			ENSG00000227116		lincRNA
RP1-152L7.8	52553459	52553796			ENSG00000271227		pseudogene
RP3-403A15.1	127756781	127757334			ENSG00000220694		pseudogene
RP4-625H18.2	19802395	19804983			ENSG00000228412		lincRNA
GSTA7P	52604388	52609454			ENSG00000237674	glutathione S-transferase alpha 7, pseudogene [Source:HGNC Symbol;Acc:4631]	pseudogene
RP11-151M7.1	127954103	127956466			ENSG00000219284		pseudogene
ETV7	36322419	36356164			ENSG00000010030	ets variant 7 [Source:HGNC Symbol;Acc:18160]	protein_coding
RP11-325O24.1	127976005	127976423			ENSG00000218187		pseudogene
RP11-325O24.5	127980569	127981483			ENSG00000260212		pseudogene
RP1-130G2.1	20042686	20043171			ENSG00000229700		pseudogene
RP1-152L7.1	52630078	52643145			ENSG00000217228		pseudogene
RP11-325O24.2	127980835	127981724			ENSG00000219699		pseudogene
RP11-239H6.2	20212318	20317970			ENSG00000227803		antisense
RN7SL128P	20421812	20422118			ENSG00000240869	RNA, 7SL, cytoplasmic 128, pseudogene [Source:HGNC Symbol;Acc:46144]	misc_RNA
AL136303.1	20422549	20422632			ENSG00000252949		miRNA
E2F3-IT1	20438052	20440409			ENSG00000224707	E2F3 intronic transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:41329]	sense_intronic
RNU6-141P	20452600	20452704			ENSG00000222431	RNA, U6 small nuclear 141, pseudogene [Source:HGNC Symbol;Acc:47104]	snRNA
Y_RNA	20500406	20500507			ENSG00000201683	Y RNA [Source:RFAM;Acc:RF00019]	misc_RNA
RP3-348I23.3	20722559	20723886			ENSG00000225832		pseudogene
RP11-103C16.2	128349031	128406393			ENSG00000227945		antisense
RP1-86D1.2	128752086	128753913			ENSG00000228972		sense_intronic
RP3-348I23.2	20756334	20800925			ENSG00000233848		antisense
RP1-86D1.3	128768543	128770446			ENSG00000182404		sense_intronic
RP1-86D1.5	128821672	128822321			ENSG00000224733		antisense
RNU6-150P	20993705	20993799			ENSG00000252046	RNA, U6 small nuclear 150, pseudogene [Source:HGNC Symbol;Acc:47113]	snRNA
RP1-135L22.1	21354642	21355527			ENSG00000227089		lincRNA
RP1-86D1.4	128826270	128827421			ENSG00000227112		antisense
RP11-204E9.1	21522707	21524003			ENSG00000231754		lincRNA
EEF1DP5	128901258	128902029			ENSG00000213130	eukaryotic translation elongation factor 1 delta pseudogene 5 [Source:HGNC Symbol;Acc:33524]	pseudogene
RP3-322L4.2	21602359	21602614			ENSG00000220771		pseudogene
CASC15	21665003	22214734			ENSG00000272168	cancer susceptibility candidate 15 (non-protein coding) [Source:HGNC Symbol;Acc:28245]	lincRNA
GSTA6P	52670411	52678258			ENSG00000223622	glutathione S-transferase alpha 6, pseudogene [Source:HGNC Symbol;Acc:4630]	pseudogene
