Associated Gene Name	Gene Start (bp)	Gene End (bp)	MIM Morbid Description	MIM Morbid Accession	Ensembl Gene ID
GSTA1	52656462	52668708			ENSG00000243955
DTNBP1	15523032	15663289	 HERMANSKY-PUDLAK SYNDROME 7; HPS7	614076	ENSG00000047579
LPA	160952515	161087407	 APOLIPOPROTEIN(a); LPA	152200	ENSG00000198670
COX7A2	75947391	75960039			ENSG00000112695
DEF6	35265595	35289548			ENSG00000023892
PLG	161123270	161174347	 PLASMINOGEN DEFICIENCY, TYPE I	217090	ENSG00000122194
TDRD6	46655612	46672056			ENSG00000180113
ZBTB22	33282183	33285719			ENSG00000236104
GPLD1	24424793	24495433			ENSG00000112293
TFEB	41651716	41703997			ENSG00000112561
DAXX	33286335	33297046			ENSG00000204209
MAP3K4	161412759	161538417			ENSG00000085511
POM121L2	27253682	27279949			ENSG00000158553
PLA2G7	46671938	46703430	 PLATELET-ACTIVATING FACTOR ACETYLHYDROLASE DEFICIENCY; PAFAD	614278	ENSG00000146070
PLA2G7	46671938	46703430	 ASTHMA, SUSCEPTIBILITY TO	600807	ENSG00000146070
PLA2G7	46671938	46703430	 IgE RESPONSIVENESS, ATOPIC; IGER	147050	ENSG00000146070
ZNF391	27342394	27371683			ENSG00000124613
ZNF184	27418522	27440897			ENSG00000096654
AL035588.1	41653964	41654127			ENSG00000268275
PGC	41704449	41721847			ENSG00000096088
HIST1H2BL	27775257	27775709			ENSG00000185130
COX6A1P2	37012607	37013177			ENSG00000226976
PIM1	37137979	37143202			ENSG00000137193
PRDM1	106534195	106557814			ENSG00000057657
GSTA5	52696453	52710893			ENSG00000182793
TMEM217	37179956	37225931			ENSG00000172738
PPARD	35310335	35395968			ENSG00000112033
EPM2A	145822719	146057160	 MYOCLONIC EPILEPSY OF LAFORA	254780	ENSG00000112425
AGPAT4	161551011	161695093			ENSG00000026652
HIST1H2AI	27775899	27776429			ENSG00000196747
ATG5	106632351	106773666			ENSG00000057663
GCNT6	10633993	10647501			ENSG00000205318
PARK2	161768452	163148803	 PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE; PARK2	600116	ENSG00000185345
PARK2	161768452	163148803	 PARKINSON DISEASE, LATE-ONSET; PD	168600	ENSG00000185345
KIFC1	33359313	33377701			ENSG00000237649
HIST1H3H	27777842	27778314			ENSG00000203813
HIST1H2AJ	27782112	27782607			ENSG00000182611
HIST1H2BM	27782822	27783267			ENSG00000196374
HIST1H4J	27791884	27792257			ENSG00000197238
HIST1H4K	27798952	27799305			ENSG00000197914
C6orf52	10671651	10695030			ENSG00000137434
HIST1H2BN	27806323	27823487			ENSG00000233822
HIST1H2AK	27805658	27806117			ENSG00000184348
FANCE	35420138	35434880	 FANCONI ANEMIA, COMPLEMENTATION GROUP E; FANCE	600901	ENSG00000112039
PACRG	163148164	163736524	 LEPROSY, SUSCEPTIBILITY TO, 2; LPRS2	607572	ENSG00000112530
FBXO30	146114638	146135889			ENSG00000118496
HIST1H2AL	27833034	27833606			ENSG00000198374
GSTA3	52761437	52774483			ENSG00000174156
HIST1H1B	27834570	27835359			ENSG00000184357
AL078585.1	163586446	163612840			ENSG00000225683
HIST1H3I	27839623	27840099			ENSG00000182572
HIST1H4L	27840926	27841289			ENSG00000198558
RPL10A	35436185	35438562			ENSG00000198755
TMEM30A	75962640	75994684			ENSG00000112697
AIM1	106959730	107018326			ENSG00000112297
SLC17A2	25912982	25930946			ENSG00000112337
HIST1H3J	27858093	27860884			ENSG00000197153
QKI	163835032	163999628			ENSG00000112531
HIST1H2AM	27860477	27860963			ENSG00000233224
TBC1D22B	37225548	37300746			ENSG00000065491
FRS3	41737914	41754280			ENSG00000137218
ANKRD66	46714654	46727243			ENSG00000230062
MEP1A	46761127	46807515			ENSG00000112818
PRICKLE4	41748087	41757879			ENSG00000124593
PHF1	33378176	33384230			ENSG00000112511
C6orf118	165693153	165723096			ENSG00000112539
RTN4IP1	107018903	107077373			ENSG00000130347
POLH	43543887	43586701	 XERODERMA PIGMENTOSUM, VARIANT TYPE; XPV	278750	ENSG00000170734
TEAD3	35441374	35464853			ENSG00000007866
PDE10A	165740776	166400091			ENSG00000112541
HIST1H2BO	27861203	27861669			ENSG00000196331
OR2B2	27878963	27880174			ENSG00000168131
FILIP1	76001575	76203454			ENSG00000118407
OR2B6	27925019	27925960			ENSG00000124657
SHPRH	146185381	146285559			ENSG00000146414
GSTA4	52842751	52860176			ENSG00000170899
SDIM1	166307330	166309725			ENSG00000256391
TRIM38	25963030	25987384			ENSG00000112343
T	166571144	166582188	 CHORDOMA, SUSCEPTIBILITY TO; CHDM	215400	ENSG00000164458
T	166571144	166582188	 NEURAL TUBE DEFECTS	182940	ENSG00000164458
SENP6	76311225	76427997			ENSG00000112701
PRR18	166719168	166721936			ENSG00000176381
SFT2D1	166733216	166756079			ENSG00000198818
HIST1H1A	26017260	26018040			ENSG00000124610
PAK1IP1	10694928	10710015			ENSG00000111845
HIST1H3A	26020718	26021186			ENSG00000198366
RNF8	37321748	37362514			ENSG00000112130
MPC1	166778407	166796486	 MITOCHONDRIAL PYRUVATE CARRIER DEFICIENCY; MPYCD	614741	ENSG00000060762
HIST1H4A	26021907	26022278			ENSG00000196176
ZNF165	28048753	28057341			ENSG00000197279
HIST1H4B	26027124	26027480			ENSG00000124529
ZSCAN16	28092338	28097860			ENSG00000196812
TULP1	35465651	35480715	 LEBER CONGENITAL AMAUROSIS 15; LCA15	613843	ENSG00000112041
TULP1	35465651	35480715	 RETINITIS PIGMENTOSA 14; RP14	600132	ENSG00000112041
HIST1H3B	26031817	26032288			ENSG00000124693
GPR116	46820249	46922680			ENSG00000069122
HIST1H2AB	26033320	26033796			ENSG00000137259
TOMM6	41755400	41757636			ENSG00000214736
GTPBP2	43573053	43596899			ENSG00000172432
HIST1H2BB	26043455	26043885			ENSG00000196226
TMEM14C	10723148	10731362			ENSG00000111843
RPS6KA2	166822852	167319939			ENSG00000071242
QRSL1	107077453	107116292			ENSG00000130348
USP49	41757634	41863099			ENSG00000164663
CMTR1	37400995	37450603			ENSG00000137200
HIST1H3C	26045639	26046097			ENSG00000196532
HIST1H1C	26055968	26056699			ENSG00000187837
MSH5-SAPCD1	31707797	31732628			ENSG00000255152
Z98049.1	166945369	166947709			ENSG00000269048
RP11-514O12.4	167271582	167369612			ENSG00000249141
MYLIP	16129356	16148479			ENSG00000007944
RNASET2	167342992	167370679	 LEUKOENCEPHALOPATHY, CYSTIC, WITHOUT MEGALENCEPHALY	612951	ENSG00000026297
MED20	41873092	41888877			ENSG00000124641
C6orf203	107349407	107372546			ENSG00000130349
CUTA	33384219	33386094			ENSG00000112514
SAPCD1	31730576	31732628			ENSG00000228727
GMPR	16238811	16295780			ENSG00000137198
HFE	26087509	26098571	 TRANSFERRIN SERUM LEVEL QUANTITATIVE TRAIT LOCUS 2; TFQTL2	614193	ENSG00000010704
HFE	26087509	26098571	 MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 7; MVCD7	612635	ENSG00000010704
HFE	26087509	26098571	 HEMOCHROMATOSIS, TYPE 1; HFE1	235200	ENSG00000010704
HFE	26087509	26098571	 PORPHYRIA VARIEGATA	176200	ENSG00000010704
ICK	52866077	52926600	 ENDOCRINE-CEREBROOSTEODYSPLASIA; ECO	612651	ENSG00000112144
ALDH5A1	24495080	24537435	 SUCCINIC SEMIALDEHYDE DEHYDROGENASE DEFICIENCY; SSADHD	271980	ENSG00000112294
BEND3	107386386	107436473			ENSG00000178409
PDSS2	107473761	107780768	 COENZYME Q10 DEFICIENCY, PRIMARY, 3; COQ10D3	614652	ENSG00000164494
VWA7	31733367	31745108			ENSG00000204396
FGFR1OP	167412670	167466201			ENSG00000213066
GPR110	46965440	47010099			ENSG00000153292
SOBP	107811162	107981357	 MENTAL RETARDATION, ANTERIOR MAXILLARY PROTRUSION, AND STRABISMUS;	613671	ENSG00000112320
TMEM14B	10747992	10852986			ENSG00000137210
CCR6	167525295	167553184			ENSG00000112486
TCP10L2	167559902	167610401			ENSG00000166984
GPR31	167569759	167571817			ENSG00000120436
UNC93A	167684657	167729507			ENSG00000112494
BYSL	41888926	41900784			ENSG00000112578
FKBP5	35541362	35696360			ENSG00000096060
MAD2L1BP	43597277	43608689			ENSG00000124688
TTLL2	167738574	167772991			ENSG00000120440
ATXN1	16299343	16761722	 SPINOCEREBELLAR ATAXIA 1; SCA1	164400	ENSG00000124788
TCP10	167770521	167797998			ENSG00000203690
ZKSCAN8	28109688	28127250			ENSG00000198315
C6orf123	168185217	168197539			ENSG00000146521
AL009178.1	168196210	168198927			ENSG00000269155
SCML4	108025308	108145521			ENSG00000146285
RSPH9	43612783	43640336	 CILIARY DYSKINESIA, PRIMARY, 12; CILD12	612650	ENSG00000172426
ZSCAN9	28192664	28201260			ENSG00000137185
VARS	31745295	31763730			ENSG00000204394
CCDC167	37450696	37467698			ENSG00000198937
SEC63	108188960	108279393	 POLYCYSTIC LIVER DISEASE; PCLD	174050	ENSG00000025796
MDGA1	37600284	37667082			ENSG00000112139
ZKSCAN4	28212401	28227011			ENSG00000187626
SYCP2L	10748027	10979553			ENSG00000153157
CCND3	41902671	42018095			ENSG00000112576
MLLT4	168227602	168372703			ENSG00000130396
STMND1	17102489	17131603			ENSG00000230873
KIAA0319	24544332	24646383	 DYSLEXIA, SUSCEPTIBILITY TO, 2; DYX2	600202	ENSG00000137261
FBXO9	52916789	52965671			ENSG00000112146
NKAPL	28227098	28228736			ENSG00000189134
PGBD1	28249314	28270326			ENSG00000137338
RBM24	17281577	17294106			ENSG00000112183
ARMC12	35704809	35716856			ENSG00000157343
TNFRSF21	47199268	47277641			ENSG00000146072
MYO6	76458909	76629254	 DEAFNESS, AUTOSOMAL RECESSIVE 37; DFNB37	607821	ENSG00000196586
MYO6	76458909	76629254	 DEAFNESS, AUTOSOMAL DOMINANT 22; DFNA22	606346	ENSG00000196586
ZSCAN31	28292470	28324048			ENSG00000235109
MRPS18A	43639040	43655528			ENSG00000096080
CD2AP	47445525	47594999	 FOCAL SEGMENTAL GLOMERULOSCLEROSIS 3, SUSCEPTIBILITY TO; FSGS3	607832	ENSG00000198087
KIF25	168396921	168445769			ENSG00000125337
ZFAND3	37787275	38122400			ENSG00000156639
CLPSL2	35744371	35747329			ENSG00000196748
FRMD1	168456425	168482237			ENSG00000153303
CLPSL1	35748794	35761452			ENSG00000204140
GCM1	52991762	53013627			ENSG00000137270
AHI1	135604670	135818914	 JOUBERT SYNDROME 3; JBTS3	608629	ENSG00000135541
ELOVL5	53132196	53213947			ENSG00000012660
BTBD9	38136227	38607924	 RESTLESS LEGS SYNDROME, SUSCEPTIBILITY TO, 6; RLS6	611185	ENSG00000183826
DACT2	168693510	168720434			ENSG00000164488
CAP2	17393447	17558023			ENSG00000112186
SMOC2	168841831	169073984	 DENTIN DYSPLASIA, TYPE I; DTDP1	125400	ENSG00000112562
OSTM1	108362613	108487058	 OSTEOPETROSIS, AUTOSOMAL RECESSIVE 5; OPTB5	259720	ENSG00000081087
THBS2	169615875	169654139	 INTERVERTEBRAL DISC DISEASE; IDD	603932	ENSG00000186340
SYNGAP1	33387847	33421466	 MENTAL RETARDATION, AUTOSOMAL DOMINANT 5; MRD5	612621	ENSG00000197283
TAF8	42018251	42055199			ENSG00000137413
NR2E1	108487262	108510013			ENSG00000112333
LSM2	31765173	31774761			ENSG00000204392
WDR27	169857307	170102159			ENSG00000184465
GLO1	38643701	38670917			ENSG00000124767
GPR111	47624172	47665533			ENSG00000164393
C6orf120	170102233	170106401			ENSG00000185127
SNX3	108532426	108582464	 MICROPHTHALMIA, SYNDROMIC 8; MCOPS8	601349	ENSG00000112335
PHF10	170104001	170124151			ENSG00000130024
TDP2	24650205	24667261			ENSG00000111802
GPR115	47653600	47689757			ENSG00000153294
LACE1	108616098	108847999			ENSG00000135537
VEGFA	43737921	43754224	 MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 1; MVCD1	603933	ENSG00000112715
ZKSCAN3	28317691	28336947			ENSG00000189298
TCTE3	170140210	170151655			ENSG00000184786
ZSCAN12	28346732	28367511			ENSG00000158691
ZBTB9	33422356	33425325			ENSG00000213588
BAK1	33540329	33548019			ENSG00000030110
ERMARD	170151718	170181680			ENSG00000130023
ZSCAN23	28399707	28411279			ENSG00000187987
OPN5	47749718	47800516			ENSG00000124818
HIST1H4C	26104104	26104518			ENSG00000197061
GPX6	28471073	28495992			ENSG00000198704
CLPS	35762759	35765088			ENSG00000137392
GCLC	53362139	53481768	 GAMMA-GLUTAMYLCYSTEINE SYNTHETASE DEFICIENCY, HEMOLYTIC ANEMIA DUE	230450	ENSG00000001084
FOXO3	108881038	109005977			ENSG00000118689
LHFPL5	35773070	35801651	 DEAFNESS, AUTOSOMAL RECESSIVE 67; DFNB67	610265	ENSG00000197753
HIST1H1T	26107640	26108364			ENSG00000187475
HSPA1L	31777396	31783437			ENSG00000204390
HIST1H2BC	26115101	26124154			ENSG00000180596
IMPG1	76630832	76782395			ENSG00000112706
DLL1	170591294	170599561			ENSG00000198719
HIST1H2AC	26124373	26139344			ENSG00000180573
HSPA1A	31783291	31785723			ENSG00000204389
GPX5	28493702	28502729			ENSG00000224586
FAM120B	170599791	170716153			ENSG00000112584
SRPK1	35800743	35889119			ENSG00000096063
ARMC2	109169619	109295186			ENSG00000118690
HTR1B	78171948	78173490			ENSG00000135312
MEI4	78400375	78636691			ENSG00000269964
SCAND3	28539407	28583989			ENSG00000232040
PSMB1	170844205	170862429			ENSG00000008018
HIST1H1E	26156559	26157343			ENSG00000168298
IRAK1BP1	79577189	79656157			ENSG00000146243
HIST1H2BD	26158349	26171577			ENSG00000158373
HIST1H2BE	26183958	26184454			ENSG00000197697
HSPA1B	31795512	31798031			ENSG00000204388
C6orf48	31802385	31807541			ENSG00000204387
TBP	170863390	170881958	 SPINOCEREBELLAR ATAXIA 17; SCA17	607136	ENSG00000112592
DNAH8	38683117	38998301			ENSG00000124721
C6orf132	42068856	42110357			ENSG00000188112
GGNBP1	33551515	33556803			ENSG00000204188
GUCA1A	42123144	42147794	 CONE DYSTROPHY 3; COD3	602093	ENSG00000048545
SESN1	109307640	109416022			ENSG00000080546
PDCD2	170884383	170893780			ENSG00000071994
RP11-637O19.3	10748027	10930656			ENSG00000272162
KLHL31	53512699	53530506			ENSG00000124743
HIST1H4D	26188938	26189304			ENSG00000188987
HIST1H3D	26197068	26199521			ENSG00000197409
ITPR3	33588142	33664351			ENSG00000096433
PTCHD4	47845764	48036425			ENSG00000244694
MAK	10762956	10838764	 RETINITIS PIGMENTOSA 62; RP62	614181	ENSG00000111837
HIST1H2AD	26199079	26199471			ENSG00000196866
RP1-24O22.5	95124	95454			ENSG00000271530
OR4F1P	105919	106856			ENSG00000220212
LINC00266-3	131910	144885			ENSG00000170590
CICP18	142272	145083			ENSG00000217929
RP3-416J7.1	167607	170631			ENSG00000218577
RP3-416J7.4	181466	205484			ENSG00000263667
RP3-416J7.5	203313	206392			ENSG00000205653
RP1-20B11.2	524171	525581			ENSG00000230433
RP11-532F6.2	669081	670307			ENSG00000219712
RP1-139D8.6	42123279	42131156			ENSG00000214732
RP11-532F6.3	708592	711405			ENSG00000272463
RP11-532F6.4	711533	750729			ENSG00000271727
RP11-532F6.5	761675	780648			ENSG00000271911
RP11-284J1.1	774747	780214			ENSG00000272485
RP5-1077H22.2	905462	909594			ENSG00000260982
RP5-1077H22.1	958563	962511			ENSG00000229796
RP5-856G1.1	1026729	1027460			ENSG00000270937
snoU13	1186753	1186855			ENSG00000238438
RP4-668J24.2	1384025	1385301			ENSG00000261730
RN7SL352P	1507557	1507851			ENSG00000243439
RP11-157J24.1	1513933	1515524			ENSG00000218027
RP11-157J24.2	1528599	1529146			ENSG00000272279
GUCA1B	42152139	42162654	 RETINITIS PIGMENTOSA 48; RP48	613827	ENSG00000112599
MUT	49398073	49430904	 METHYLMALONIC ACIDURIA DUE TO METHYLMALONYL-CoA MUTASE DEFICIENCY	251000	ENSG00000146085
GMDS-AS1	2245982	2482256			ENSG00000250903
HMGN2P28	2341684	2341950			ENSG00000236086
AL031768.1	2409770	2409869			ENSG00000266252
RP1-136B1.1	2437783	2438483			ENSG00000272465
RP11-145H9.3	2637170	2640235			ENSG00000228718
MIR4645	2854265	2854341			ENSG00000266750
RP11-420G6.4	2854896	2881641			ENSG00000230438
FAM8A1	17600586	17611950			ENSG00000137414
RP1-90J20.10	2910847	2912347			ENSG00000232999
RP1-90J20.2	2917128	2917967			ENSG00000228365
HIST1H2BF	26199748	26200942			ENSG00000197846
LINC01011	2988201	2991407			ENSG00000244041
RP1-90J20.8	2989960	2999368			ENSG00000224846
RP1-90J20.12	3020388	3022984			ENSG00000270346
HIST1H4E	26204858	26206266			ENSG00000198518
HTATSF1P2	3023376	3024006			ENSG00000271361
RP1-90J20.11	3025025	3027659			ENSG00000261015
FAM136BP	3045618	3046034			ENSG00000232654
SERPINB8P1	3049069	3049445			ENSG00000217707
RP1-40E16.2	3056124	3056995			ENSG00000229282
RP1-40E16.12	3068279	3069128			ENSG00000272277
RNA5SP201	3088920	3089043			ENSG00000222248
RP1-40E16.11	3138628	3153296			ENSG00000228170
TUBB2BP1	3177278	3179998			ENSG00000216819
RP1-40E16.9	3182978	3195990			ENSG00000230269
RP11-506K6.4	3311896	3313884			ENSG00000272320
RP1-223B1.1	3594481	3624981			ENSG00000228793
HIST1H2BG	26216428	26216872			ENSG00000187990
MRPS10	42174539	42185603			ENSG00000048544
PHIP	79645584	79787953			ENSG00000146247
NEU1	31825436	31830683	 NEURAMINIDASE DEFICIENCY	256550	ENSG00000204386
GCM2	10873456	10882174	 HYPOPARATHYROIDISM, FAMILIAL ISOLATED; FIH	146200	ENSG00000124827
NUP153	17615269	17706656			ENSG00000124789
TRERF1	42192669	42419789			ENSG00000124496
TRIM27	28870779	28891766	 THYROID CARCINOMA, PAPILLARY	188550	ENSG00000204713
LRRC1	53659295	53788919			ENSG00000137269
ELOVL2	10980992	11044547			ENSG00000197977
C6orf100	28911654	28912314			ENSG00000204709
HIST1H2AE	26217165	26217711			ENSG00000168274
ZNF311	28962562	28973093			ENSG00000197935
HIST1H3E	26225383	26225844			ENSG00000196966
HIST1H1D	26234440	26235216			ENSG00000124575
SMIM13	11094266	11138964			ENSG00000224531
HIST1H4F	26240561	26240976			ENSG00000198327
CEP57L1	109416313	109485135			ENSG00000183137
OR2W1	29011990	29013017			ENSG00000204704
OR2B3	29053985	29055090			ENSG00000204703
OR2J1	29068386	29069658			ENSG00000204702
ERVFRD-1	11102722	11111965			ENSG00000244476
OR2J3	29079668	29080603	 C3HEX, ABILITY TO SMELL	615082	ENSG00000204701
SLC44A4	31830969	31846823			ENSG00000204385
NEDD9	11183531	11382581			ENSG00000111859
HIST1H4G	26246886	26247259			ENSG00000124578
MLIP	53794780	54131078			ENSG00000146147
UBR2	42531800	42661242			ENSG00000024048
C6orf183	109487036	109592217			ENSG00000243587
HIST1H3F	26250370	26250835			ENSG00000256316
HMGN3	79910962	79944406			ENSG00000118418
HIST1H2BH	26251879	26252303			ENSG00000197459
HIST1H3G	26271146	26271612			ENSG00000256018
HIST1H2BI	26273144	26273622			ENSG00000168242
HIST1H4H	26281283	26285762			ENSG00000158406
OR2J2	29141311	29142351			ENSG00000204700
OR14J1	29274403	29275519			ENSG00000204695
OR5V1	29323007	29399744			ENSG00000243729
KIF13A	17759414	17987854			ENSG00000137177
TINAG	54172657	54254950			ENSG00000137251
CD164	109687717	109703762			ENSG00000135535
CENPQ	49431091	49460820			ENSG00000031691
BTN3A2	26365387	26378546			ENSG00000186470
GLYATL3	49467671	49494760			ENSG00000203972
GLP1R	39016574	39055519			ENSG00000112164
C6orf141	49518113	49529620			ENSG00000197261
EHMT2	31847536	31865464			ENSG00000204371
RHAG	49572871	49604552	 RH-NULL, REGULATOR TYPE; RHN	268150	ENSG00000112077
C6orf223	43968317	43973695			ENSG00000181577
FAM83B	54711569	54806820			ENSG00000168143
HCRTR2	55039050	55147418			ENSG00000137252
PPIL6	109711418	109762374			ENSG00000185250
MRPL14	44081194	44095194			ENSG00000180992
LCA5	80194708	80247175	 LEBER CONGENITAL AMAUROSIS 5; LCA5	604537	ENSG00000135338
TMEM63B	44094651	44123256			ENSG00000137216
SH3BGRL2	80341000	80413372			ENSG00000198478
OR12D3	29341200	29343068			ENSG00000112462
OR12D2	29364416	29365448			ENSG00000168787
OR12D1	29385057	29386003			ENSG00000251608
ELOVL4	80624529	80657297	 ICHTHYOSIS, SPASTIC QUADRIPLEGIA, AND MENTAL RETARDATION; ISQMR	614457	ENSG00000118402
ELOVL4	80624529	80657297	 STARGARDT DISEASE 3; STGD3	600110	ENSG00000118402
OR11A1	29393281	29424848			ENSG00000204694
SAYSD1	39071840	39082965			ENSG00000112167
KCNK5	39156749	39197226			ENSG00000164626
SMPD2	109761966	109765122			ENSG00000135587
GFRAL	55192267	55267291			ENSG00000187871
HMGCLL1	55299167	55444012			ENSG00000146151
TMEM170B	11537938	11583757			ENSG00000205269
TTK	80713604	80752244			ENSG00000112742
CRISP2	49660073	49681274			ENSG00000124490
KCNK17	39266777	39282329			ENSG00000124780
KCNK16	39282474	39290744			ENSG00000095981
CAPN11	44126548	44152139			ENSG00000137225
BMP5	55618443	55740362			ENSG00000112175
MICAL1	109765265	109787171			ENSG00000135596
ADTRP	11712287	11807279			ENSG00000111863
CRISP3	49695097	49712150			ENSG00000096006
PRPH2	42664340	42690312	 CHOROIDAL DYSTROPHY, CENTRAL AREOLAR 2; CACD2	613105	ENSG00000112619
PRPH2	42664340	42690312	 MACULAR DYSTROPHY, VITELLIFORM, ADULT-ONSET	608161	ENSG00000112619
PRPH2	42664340	42690312	 RETINITIS PIGMENTOSA 7; RP7	608133	ENSG00000112619
PRPH2	42664340	42690312	 RETINITIS PIGMENTOSA; RP	268000	ENSG00000112619
PRPH2	42664340	42690312	 PATTERNED DYSTROPHY OF RETINAL PIGMENT EPITHELIUM	169150	ENSG00000112619
PRPH2	42664340	42690312	 FUNDUS ALBIPUNCTATUS	136880	ENSG00000112619
SLC26A8	35911291	35992645	 SPERMATOGENIC FAILURE 3; SPGF3	606766	ENSG00000112053
OR10C1	29407083	29408731			ENSG00000206474
OR2H1	29424958	29432105			ENSG00000204688
MAS1L	29454474	29455738			ENSG00000204687
UQCC2	33662070	33679504			ENSG00000137288
UBD	29523292	29527702			ENSG00000213886
SBP1	33663196	33663474			ENSG00000269490
IP6K3	33689444	33714762			ENSG00000161896
TBCC	42712219	42714558			ENSG00000124659
GLTSCR1L	42749765	42836298			ENSG00000112624
LEMD2	33738979	33756913			ENSG00000161904
BCKDHB	80816364	81055987	 MAPLE SYRUP URINE DISEASE; MSUD	248600	ENSG00000083123
SLC29A1	44187242	44201888			ENSG00000112759
RPL7L1	42847356	42857663			ENSG00000146223
PGK2	49753366	49755053			ENSG00000170950
ZBTB24	109783797	109804440	 IMMUNODEFICIENCY-CENTROMERIC INSTABILITY-FACIAL ANOMALIES SYNDROME	614069	ENSG00000112365
DUSP22	291630	351355			ENSG00000112679
CRISP1	49801970	49844809			ENSG00000124812
GABBR1	29523406	29601753			ENSG00000204681
HIVEP1	12008995	12165232			ENSG00000095951
C6orf226	42858005	42858554			ENSG00000221821
PTCRA	42883727	42893573			ENSG00000171611
C2	31865562	31913449	 MACULAR DEGENERATION, AGE-RELATED, 1; ARMD1	603075	ENSG00000166278
C2	31865562	31913449	 COMPLEMENT COMPONENT 2 DEFICIENCY; C2D	217000	ENSG00000166278
CNPY3	42896938	42907025			ENSG00000137161
FAM46A	82201156	82462491			ENSG00000112773
MAPK14	35995488	36079013			ENSG00000112062
AK9	109814059	110012420			ENSG00000155085
EDN1	12290596	12297427			ENSG00000078401
PHACTR1	12717893	13288645			ENSG00000112137
COL21A1	55921388	56258892			ENSG00000124749
AL359693.1	82262307	82262537			ENSG00000269494
GNMT	42928496	42931618	 GLYCINE N-METHYLTRANSFERASE DEFICIENCY	606664	ENSG00000124713
IBTK	82879700	82957471			ENSG00000005700
MLN	33762450	33771788			ENSG00000096395
IRF4	391739	411447	 MYELOMA, MULTIPLE	254500	ENSG00000137265
GRM4	33989628	34123399			ENSG00000124493
PEX6	42931608	42946958	 PEROXISOME BIOGENESIS DISORDER 4B; PBD4B	614863	ENSG00000124587
PEX6	42931608	42946958	 PEROXISOME BIOGENESIS DISORDER 4A (ZELLWEGER); PBD4A	614862	ENSG00000124587
NHLRC1	18120718	18122851	 MYOCLONIC EPILEPSY OF LAFORA	254780	ENSG00000187566
TPMT	18128542	18155305	 THIOPURINE S-METHYLTRANSFERASE DEFICIENCY	610460	ENSG00000137364
MAPK13	36095586	36107842			ENSG00000156711
EXOC2	485133	693117			ENSG00000112685
FIG4	110012499	110146631	 AMYOTROPHIC LATERAL SCLEROSIS 11; ALS11	612577	ENSG00000112367
FIG4	110012499	110146631	 CHARCOT-MARIE-TOOTH DISEASE, TYPE 4J; CMT4J	611228	ENSG00000112367
FIG4	110012499	110146631	 YUNIS-VARON SYNDROME; YVS	216340	ENSG00000112367
PPP2R5D	42952237	42980080			ENSG00000112640
GPR6	110299514	110301921			ENSG00000146360
WASF1	110421022	110501207			ENSG00000112290
HMGA1	34204650	34214008			ENSG00000137309
OR2H2	29555683	29556745			ENSG00000204657
MOG	29624758	29640149	 NARCOLEPSY 7; NRCLP7	614250	ENSG00000204655
ZBTB12	31867384	31869769			ENSG00000204366
TPBG	83072923	83080545			ENSG00000146242
CFB	31895475	31919861	 HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 4; AHUS4	612924	ENSG00000243649
CFB	31895475	31919861	 MACULAR DEGENERATION, AGE-RELATED, 1; ARMD1	603075	ENSG00000243649
UBE3D	83602117	83775560			ENSG00000118420
CDC40	110501344	110575478			ENSG00000168438
C6orf1	34214157	34217247			ENSG00000186577
HUS1B	655939	656963			ENSG00000188996
AL033381.1	1080164	1105181			ENSG00000176515
FOXQ1	1312675	1314992			ENSG00000164379
FOXF2	1390069	1395832			ENSG00000137273
METTL24	110567131	110679475			ENSG00000053328
DDO	110712974	110736765			ENSG00000203797
FOXC1	1610681	1614127	 PETERS ANOMALY	604229	ENSG00000054598
FOXC1	1610681	1614127	 AXENFELD-RIEGER SYNDROME, TYPE 3; RIEG3	602482	ENSG00000054598
FOXC1	1610681	1614127	 IRIDOGONIODYSGENESIS, TYPE 1; IRID1	601631	ENSG00000054598
SLC22A16	110745890	110797844			ENSG00000004809
NUDT3	34247456	34360451			ENSG00000272325
RPS10-NUDT3	34256547	34393825			ENSG00000270800
RPS10	34385231	34393902	 DIAMOND-BLACKFAN ANEMIA 9; DBA9	613308	ENSG00000124614
MEA1	42979832	42981706			ENSG00000124733
KLHDC3	42981951	42989036			ENSG00000124702
DOPEY1	83777385	83881069			ENSG00000083097
GMDS	1624041	2245926			ENSG00000112699
DST	56322785	56819426	 NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE VI; HSAN6	614653	ENSG00000151914
CDK19	110931181	111137161			ENSG00000155111
RRP36	42989383	43001894			ENSG00000124541
PACSIN1	34433916	34503006			ENSG00000124507
CUL7	43005355	43021683	 THREE M SYNDROME 1; 3M1	273750	ENSG00000044090
SPDEF	34505579	34524110			ENSG00000124664
BRPF3	36164521	36200567			ENSG00000096070
C6orf106	34555065	34664636			ENSG00000196821
CFB	31895475	31919825			ENSG00000244255
NELFE	31919864	31926887			ENSG00000204356
AL139333.1	83782692	83782854			ENSG00000214479
PGM3	83870869	83903655			ENSG00000013375
C6orf195	2622147	2634837			ENSG00000164385
AMD1	111195973	111216916			ENSG00000123505
MYLK4	2663863	2751200			ENSG00000145949
