Associated Gene Name	Gene Start (bp)	Gene End (bp)	MIM Morbid Description	MIM Morbid Accession	Ensembl Gene ID
EIF4EBP2P3	98179499	98179832			ENSG00000220505
RPL12P1	33400059	33400556			ENSG00000204194
KIFC1	33391536	33409924			ENSG00000237649
RP11-67P15.1	98780257	98780505			ENSG00000187472
MOCS1	39899578	39934551	MOLYBDENUM COFACTOR DEFICIENCY, COMPLEMENTATION GROUP A; MOCODA;;SULFITE OXIDASE, XANTHINE DEHYDROGENASE, AND ALDEHYDE OXIDASE, COMBINEDDEFICIENCY OF	252150	ENSG00000124615
RIPK1	3063991	3115187			ENSG00000137275
RP1-47M23.3	107697299	107700218			ENSG00000280135
KRT18P9	34189780	34191079			ENSG00000271231
RP11-533O20.2	42030053	42031382			ENSG00000223946
RPS6KA2-IT1	166460663	166465383			ENSG00000232082
DBIP1	79436908	79437167			ENSG00000218748
RP1-130G2.1	20042455	20042940			ENSG00000229700
HMGB1P20	53235621	53236297			ENSG00000219163
STK19B	32013270	32013787			ENSG00000250535
FUCA2	143494811	143511690			ENSG00000001036
POLR1C	43509702	43529585	TREACHER COLLINS SYNDROME 3; TCS3;;MANDIBULOFACIAL DYSOSTOSIS, TREACHER COLLINS TYPE, AUTOSOMAL RECESSIVE	248390	ENSG00000171453
RP1-140C12.2	170414139	170419325			ENSG00000261003
RNASET2	166929504	166957191	LEUKOENCEPHALOPATHY, CYSTIC, WITHOUT MEGALENCEPHALY	612951	ENSG00000026297
KRASP1	54770583	54771134			ENSG00000220635
RP3-400B16.3	4186624	4188109			ENSG00000237716
RP1-40E16.12	3068045	3068894			ENSG00000272277
RP3-359N14.2	105612667	105632196			ENSG00000237567
RP11-63L7.5	89080164	89080667			ENSG00000271931
RP3-359N14.1	105666326	105667998			ENSG00000219088
TRIM39-RPP21	30328907	30346858			ENSG00000248167
MRPS18A	43671303	43687791			ENSG00000096080
HSD17B8	33204642	33206831			ENSG00000204228
RAET1M	150032769	150033566			ENSG00000216444
RP11-405O10.2	7183083	7185287			ENSG00000225092
RPS3AP24	140761529	140762262			ENSG00000217684
PGM3	83161150	83193936	IMMUNODEFICIENCY 23; IMD23;;IMMUNODEFICIENCY WITH HYPER IgE AND COGNITIVE IMPAIRMENT;;IMMUNODEFICIENCY-VASCULITIS-MYOCLONUS SYNDROME; IVMS	615816	ENSG00000013375
RP3-460G2.2	140845958	140852924			ENSG00000234147
RP11-471B18.1	140922457	140922910			ENSG00000216548
RP11-432L12.1	141019788	141020026			ENSG00000275138
CTAGE9	131708684	131711017			ENSG00000236761
CDC5L	44387525	44450426			ENSG00000096401
NFKBIL1	31546870	31558829	RHEUMATOID ARTHRITIS; RA;;RHEUMATOID ARTHRITIS, SUSCEPTIBILITY TO	180300	ENSG00000204498
RNF146	127266610	127288567			ENSG00000118518
SYNCRIP	85607785	85643792			ENSG00000135316
RP11-69L16.5	7338839	7339568			ENSG00000220472
RP11-207F8.1	85868953	85869464			ENSG00000218766
RP1-69D17.3	129479615	129481410			ENSG00000233351
RIOK1	7389496	7418037			ENSG00000124784
MESTP1	128928995	128929988			ENSG00000220884
RP1-188K17.2	134211450	134211527			ENSG00000276703
RPL7P27	86086415	86087134			ENSG00000220069
RP11-472G23.10	150040547	150042033			ENSG00000235972
KRT8P42	134296997	134298695			ENSG00000220378
RP3-422G23.4	138377905	138383075			ENSG00000262543
RP1-263J7.2	86170447	86171018			ENSG00000217272
PHBP1	150042546	150043353			ENSG00000213091
RP3-422G23.3	138393373	138393544			ENSG00000218499
RP11-532N4.2	123389421	123510241			ENSG00000235535
LRRC73	43506969	43510686			ENSG00000204052
RP11-524H19.2	54840118	54840855			ENSG00000224984
RSPH9	43645046	43672599	CILIARY DYSKINESIA, PRIMARY, 12; CILD12;;CILIARY DYSKINESIA, PRIMARY, 12, WITHOUT SITUS INVERSUS	612650	ENSG00000172426
GMNN	24774931	24786099			ENSG00000112312
RP11-132M7.3	84687712	84709578			ENSG00000228290
RP3-337H4.6	43538822	43539703			ENSG00000219470
XPO5	43522330	43576075			ENSG00000124571
RP11-63E9.1	141447011	141451006			ENSG00000259828
TRDN	123216339	123637093	VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 5, WITH ORWITHOUT MUSCLE WEAKNESS; CPVT5	615441	ENSG00000186439
FTH1P26	133676729	133677429			ENSG00000218213
RP1-283K11.2	133452857	133456605			ENSG00000234567
LINC01312	133821147	133851800			ENSG00000223586
RP1-283K11.3	133435077	133439464			ENSG00000223542
TARID	133502252	133892802			ENSG00000227954
PPARD	35342558	35428191			ENSG00000112033
RP1-290I10.3	10423140	10426176			ENSG00000228478
BMP5	55753645	55875564			ENSG00000112175
ULBP3	150063150	150069095			ENSG00000131019
LINC00518	10429255	10434874			ENSG00000183674
RP11-518I13.1	156493226	156499771			ENSG00000227360
RP11-420L9.5	3751111	3753871			ENSG00000270504
PXDC1	3722614	3752026			ENSG00000168994
GSTA5	52831655	52870329			ENSG00000182793
RP3-453I5.2	90116700	90117105			ENSG00000218730
RP3-512E2.2	89950116	89953186			ENSG00000226455
RP3-525L6.2	17953572	17953930			ENSG00000220920
BACH2	89926529	90296908			ENSG00000112182
SRSF3	36594353	36605600			ENSG00000112081
PEX3	143450807	143490010	PEROXISOME BIOGENESIS DISORDER 10A (ZELLWEGER); PBD10APEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 12, INCLUDED;CG12, INCLUDED;;PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP G, INCLUDED;CGG, INCLUDED	614882	ENSG00000034693
RPL21P66	132518830	132519295			ENSG00000225343
RP11-374N7.2	73971346	73973115			ENSG00000279790
TXNP7	74004520	74004812			ENSG00000217268
XXbac-BPG283O16.9	30282349	30286054			ENSG00000280128
TBX18	84687351	84764519			ENSG00000112837
HCG17	30234039	30326134			ENSG00000270604
RP1-290I10.7	10434316	10456781			ENSG00000229401
TAAR9	132538290	132539336			ENSG00000237110
TCF21	133889138	133895553			ENSG00000118526
ARG1	131573144	131584332	ARGININEMIA;;ARGINASE DEFICIENCY;;HYPERARGININEMIA;;ARG1 DEFICIENCY	207800	ENSG00000118520
TAAR8	132552693	132553721			ENSG00000146385
TAAR7P	132559024	132559265			ENSG00000235998
TAAR6	132570322	132571359			ENSG00000146383
TAAR5	132588673	132589686			ENSG00000135569
COL11A2P1	33103794	33107330			ENSG00000228688
RP11-252P19.2	165773201	165775186			ENSG00000223942
LINC00473	165908802	165988048			ENSG00000223414
DAXX	33318558	33329269			ENSG00000204209
ADGRF1	46997703	47042363			ENSG00000153292
RP11-252P19.1	165754189	165775780			ENSG00000236627
RP5-874C20.8	28267121	28281580			ENSG00000276302
ZSCAN26	28267010	28278224			ENSG00000197062
PDE10A	165327287	165986603			ENSG00000112541
RPL7P4	30696806	30697535			ENSG00000230449
RPP21	30345131	30346884			ENSG00000241370
RPL7P26	17530899	17531652			ENSG00000184612
RP11-132M7.2	84689292	84689429			ENSG00000219604
ZSCAN9	28224886	28233482			ENSG00000137185
MRPL48P1	10459906	10460541			ENSG00000238076
RP1-290I10.5	10474500	10478502			ENSG00000231056
RP11-57K17.1	118452469	118454992			ENSG00000216809
CAP2	17393216	17557792			ENSG00000112186
RP1-90J20.8	2989722	2999134			ENSG00000224846
LINC01011	2987967	2991173			ENSG00000244041
HTATSF1P2	3023142	3023772			ENSG00000271361
PPIL4	149504733	149546038			ENSG00000131013
TRIM39	30326479	30343729			ENSG00000204599
PGBD1	28281572	28302549			ENSG00000137338
RP1-159M24.1	112616703	112617880			ENSG00000225580
CCHCR1	31142439	31158238			ENSG00000204536
KIF13A	17759183	17987623			ENSG00000137177
RP11-505K1.1	112825939	112826470			ENSG00000271498
FCF1P10	113010937	113011415			ENSG00000218490
SOCS5P5	113222166	113224072			ENSG00000216904
RP11-437J19.1	113357003	113367944			ENSG00000223811
NQO2	2987987	3028869			ENSG00000124588
COQ3	99369400	99394204			ENSG00000132423
ZNF311	28994785	29005316			ENSG00000197935
SCML4	107704104	107824317			ENSG00000146285
EYA4	133240598	133532120	CARDIOMYOPATHY, DILATED, 1J; CMD1J;;CARDIOMYOPATHY, DILATED, WITH SENSORINEURAL HEARING LOSS, AUTOSOMALDOMINANT	605362	ENSG00000112319
EYA4	133240598	133532120	DEAFNESS, AUTOSOMAL DOMINANT 10; DFNA10	601316	ENSG00000112319
RP11-361F15.5	147406531	147406824			ENSG00000273997
YAP1P1	147406889	147408281			ENSG00000220494
RP3-523K23.2	54943167	54945099			ENSG00000261116
FAM83B	54846771	54942022			ENSG00000168143
CD83	14117256	14136918			ENSG00000112149
LYRM4	5102593	5260939	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 19; COXPD19	615595	ENSG00000214113
RBBP4P4	58119741	58121029			ENSG00000214561
SAMD5	147508927	147737547			ENSG00000203727
RXRB	33193588	33200688			ENSG00000204231
RP11-307P5.1	147660703	147953937			ENSG00000227681
HCRTR2	55106460	55282620			ENSG00000137252
C4B	32014762	32035418	COMPLEMENT COMPONENT 4B DEFICIENCY; C4BD;;C4B DEFICIENCY	614379	ENSG00000224389
C4B	32014762	32035418	BLOOD GROUP, CHIDO/RODGERS SYSTEM;;CHIDO/RODGERS BLOOD GROUP SYSTEM	614374	ENSG00000224389
C4B	32014762	32035418	SYSTEMIC LUPUS ERYTHEMATOSUS; SLEEXCESS LYMPHOCYTE LOW MOLECULAR WEIGHT DNA, INCLUDED;;EXCESS LMW-DNA, INCLUDED	152700	ENSG00000224389
MDFI	41636882	41654246			ENSG00000112559
CCDC167	37482920	37499922			ENSG00000198937
RP11-143A22.1	58162610	58187582			ENSG00000223633
RP11-359N11.1	14229775	14231570			ENSG00000230631
GFRAL	55327469	55402493			ENSG00000187871
RP11-307P5.2	147741434	147743324			ENSG00000226249
LINC01108	14280127	14285145			ENSG00000226673
CAGE1	7326656	7389743			ENSG00000164304
RP1-13D10.5	16107622	16108593			ENSG00000217585
FGD2	37005646	37029070			ENSG00000146192
RP1-95L4.4	143342246	143343383			ENSG00000217648
RP11-457M11.5	26686241	26687964			ENSG00000261584
MYLIP	16129125	16148248			ENSG00000007944
GSTM2P1	111046868	111047521			ENSG00000218803
BECN1P2	71075564	71076375			ENSG00000219669
DNAJC19P6	89797598	89797877			ENSG00000220871
RP11-63K6.1	89814709	89815463			ENSG00000217653
SUMO2P13	17582034	17582305			ENSG00000218359
FAM8A1	17600355	17611719			ENSG00000137414
MDN1	89642499	89819723			ENSG00000112159
RP3-497J21.1	166701094	166702839			ENSG00000235008
FAM103A2P	166586124	166586477			ENSG00000235272
EHMT2	31879759	31897687			ENSG00000204371
RPS6KA2-AS1	166903698	166904835			ENSG00000231654
RP11-514O12.4	166858094	166956124			ENSG00000249141
RPL7AP34	63548708	63549508			ENSG00000213312
RP5-1148A21.3	63571005	63572408			ENSG00000266680
PTP4A1	63521761	63583587			ENSG00000112245
SAPCD1	31762799	31764851			ENSG00000228727
RP1-257A7.5	13290018	13290490			ENSG00000272379
RP1-257A7.4	13264861	13295586			ENSG00000215022
SAPCD1-AS1	31764310	31765588			ENSG00000235663
CRISP2	49692358	49713590			ENSG00000124490
RP1-13D10.2	16160926	16161411			ENSG00000218073
RP1-13D10.3	16163377	16163762			ENSG00000217078
RP11-136G2.1	58386799	58386961			ENSG00000275046
GAPDHP41	60719222	60720196			ENSG00000277172
CGA	87085498	87095406			ENSG00000135346
RP11-343D24.2	60723148	60723898			ENSG00000275773
TREML5P	41247369	41249649			ENSG00000225690
RP1-229K20.8	41250851	41251097			ENSG00000274256
RP1-229K20.9	41252696	41252858			ENSG00000278745
MAP3K4	160991727	161117385			ENSG00000085511
PKHD1	51615300	52087625	POLYCYSTIC KIDNEY DISEASE, AUTOSOMAL RECESSIVE; ARPKD;;POLYCYSTIC KIDNEY AND HEPATIC DISEASE 1; PKHD1;;POLYCYSTIC KIDNEY DISEASE, INFANTILE, TYPE I;;PKD3, FORMERLYHEPATIC FIBROSIS, CONGENITAL, INCLUDED	263200	ENSG00000170927
MRPL42P2	16171606	16172031			ENSG00000216364
MSH5-SAPCD1	31740020	31764851			ENSG00000255152
TSPYL4	116249961	116254140			ENSG00000187189
LINC00602	165987551	165989615			ENSG00000281832
LAP3P2	36673817	36675270			ENSG00000213500
PANDAR	36673621	36675126			ENSG00000281450
RP1-20N2.8	143484979	143507327			ENSG00000278206
VDAC1P8	143490424	143506406			ENSG00000229036
RP3-467D16.3	16259101	16264553			ENSG00000282024
GMPR	16238580	16295549			ENSG00000137198
RP1-91J24.3	144311699	144333301			ENSG00000225311
RP11-277I20.3	144708106	144708497			ENSG00000220739
RP3-475N16.1	42940364	42948360			ENSG00000231113
RP11-239H6.2	20212087	20317739			ENSG00000227803
MBOAT1	20102145	20212399			ENSG00000172197
RP11-277I20.2	144706733	144707047			ENSG00000217195
RP11-106E7.1	144397959	144398752			ENSG00000219409
MRAP2	84033756	84090881	BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 18; BMIQ18;;OBESITY, SUSCEPTIBILITY TO	615457	ENSG00000135324
MRAP2	84033756	84090881	OBESITYLEANNESS, INCLUDED	601665	ENSG00000135324
PPIL1	36854827	36875024			ENSG00000137168
KIAA1919	111259348	111271167			ENSG00000173214
TCP10L2	167146414	167196913			ENSG00000166984
RNF8	37353972	37394738			ENSG00000112130
IL17F	52236681	52244537	CANDIDIASIS, FAMILIAL, 6; CANDF6;;CANDIDIASIS, FAMILIAL CHRONIC MUCOCUTANEOUS, AUTOSOMAL DOMINANT	613956	ENSG00000112116
SNX14	85505496	85594156	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 20; SCAR20	616354	ENSG00000135317
UTRN	144285701	144853034			ENSG00000152818
PPP1R14C	150143076	150250357			ENSG00000198729
RP3-388E23.2	135301568	135307158			ENSG00000234084
BTN3A2	26365159	26378320			ENSG00000186470
SLC39A7	33200445	33204439			ENSG00000112473
DOPEY1	83067666	83171350			ENSG00000083097
RP11-191A15.4	25218688	25219069			ENSG00000219681
RP3-522P13.1	25261239	25261731			ENSG00000216718
KATNBL1P5	25248263	25248779			ENSG00000271108
RP3-522P13.3	25245356	25261411			ENSG00000235733
RP3-522P13.2	25272200	25273751			ENSG00000213972
RP3-391O22.3	34576258	34576656			ENSG00000196114
MED23	131573966	131628229	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 18; MRT18	614249	ENSG00000112282
POM121L6P	26896952	26898777			ENSG00000243307
GUSBP2	26871484	26956554			ENSG00000241549
MUT	49430360	49463191	METHYLMALONIC ACIDURIA DUE TO METHYLMALONYL-CoA MUTASE DEFICIENCY;;METHYLMALONIC ACIDEMIA DUE TO METHYLMALONYL-CoA MUTASE DEFICIENCYMMA DUE TO MCM DEFICIENCY;;METHYLMALONIC ACIDURIA, mut TYPEMETHYLMALONIC ACIDURIA, mut(0) TYPE, INCLUDED;;METHYLMALON /.../DURIA, mut(-) TYPE, INCLUDED	251000	ENSG00000146085
RPS6KA2	166409364	166906451			ENSG00000071242
POU3F2	98834592	98839490			ENSG00000184486
SMPD2	109440763	109443919			ENSG00000135587
LARP1P1	26164072	26164363			ENSG00000217159
HIST1H2BD	26158146	26171349			ENSG00000158373
HIST1H2AD	26198851	26199243			ENSG00000196866
HIST1H2BF	26199559	26199939			ENSG00000277224
HIST1H4D	26188765	26189076			ENSG00000277157
PRDM1	106086320	106109939			ENSG00000057657
C6orf89	36871870	36928964			ENSG00000198663
MYB-AS1	135195083	135195995			ENSG00000236703
GPR31	167156271	167158329			ENSG00000120436
QKI	163414000	163578596			ENSG00000112531
PPIL6	109390215	109441171			ENSG00000185250
TAF8	42050513	42087461			ENSG00000137413
RP3-442L6.4	49721931	49724007			ENSG00000279127
GSTA4	52977948	52995378			ENSG00000170899
TNF	31575567	31578336	MALARIA, SUSCEPTIBILITY TOMALARIA, RESISTANCE TO, INCLUDED;;MALARIA, SEVERE, SUSCEPTIBILITY TO, INCLUDED;;MALARIA, SEVERE, RESISTANCE TO, INCLUDED;;MALARIA, CEREBRAL, SUSCEPTIBILITY TO, INCLUDED;;MALARIA, CEREBRAL, RESISTANCE TO, INCLUDED	611162	ENSG00000232810
TNF	31575567	31578336	HEPATITIS B VIRUS, SUSCEPTIBILITY TO;;HBV, SUSCEPTIBILITY TOHEPATITIS B VIRUS, RESISTANCE TO, INCLUDED;;HBV, RESISTANCE TO, INCLUDED	610424	ENSG00000232810
TNF	31575567	31578336	PSORIATIC ARTHRITIS, SUSCEPTIBILITY TOPSORIATIC ARTHRITIS, SUSCEPTIBILITY TO, 1; PSORAS1	607507	ENSG00000232810
RP3-406A7.3	136364129	136365079			ENSG00000220660
RP11-440G9.1	142526455	142637889			ENSG00000236366
RP3-325F22.5	136550661	136552554			ENSG00000272189
SERPINB1	2832332	2842006			ENSG00000021355
RP11-325M4.2	60826185	60826533			ENSG00000274844
RBBP4P3	60873360	60874642			ENSG00000276290
NDUFS5P1	136475862	136476150			ENSG00000218424
RP1-91N13.1	61240898	61241311			ENSG00000220030
RP3-406A7.5	136419847	136420425			ENSG00000216613
ALDH8A1	134917390	134950122			ENSG00000118514
MTRNR2L9	61574328	61574402			ENSG00000255633
MOG	29656981	29672372	NARCOLEPSY 7; NRCLP7	614250	ENSG00000204655
SLC17A3	25833066	25882286	URIC ACID CONCENTRATION, SERUM, QUANTITATIVE TRAIT LOCUS 4; UAQTL4;;GOUT SUSCEPTIBILITY 4; GOUT4	612671	ENSG00000124564
KHDRBS2	61679960	62286227			ENSG00000112232
RP11-98I9.4	99424922	99431373			ENSG00000228506
RP3-486I3.4	116258493	116259115			ENSG00000233558
PNISR	99398051	99425331			ENSG00000132424
RP11-349J5.2	134941392	134942450			ENSG00000240056
RP3-486I3.7	116254207	116256743			ENSG00000237021
DSE	116254173	116444860	EHLERS-DANLOS SYNDROME, MUSCULOCONTRACTURAL TYPE 2; EDSMC2	615539	ENSG00000111817
RP1-240B8.3	61630233	61681049			ENSG00000250686
RING1	33208495	33212722			ENSG00000204227
RP3-344J20.1	100177209	100178192			ENSG00000216378
RP1-265C24.5	28115628	28116551			ENSG00000219392
RP11-103C16.2	128027886	128085248			ENSG00000227945
RP3-449H6.1	44525259	44526754			ENSG00000237530
RP1-86D1.5	128500527	128501176			ENSG00000224733
HLA-N	30351416	30351550			ENSG00000224372
HCG19P	30359278	30359911			ENSG00000224486
RP5-1112D6.4	111277932	111278742			ENSG00000230177
RP5-1112D6.7	111297126	111298510			ENSG00000271789
AHI1	135283532	135497776	JOUBERT SYNDROME 3; JBTS3	608629	ENSG00000135541
RP1-122O8.7	89673469	89675783			ENSG00000228124
RP3-365O12.2	46903471	46909078			ENSG00000225730
ADGRF5	46852512	46954943			ENSG00000069122
GPRC6A	116792085	116829037			ENSG00000173612
RP11-230C9.1	156662050	156662437			ENSG00000220347
RP11-554D15.1	74069451	74690727			ENSG00000223786
CLPSL1	35781017	35793675			ENSG00000204140
RP11-554D15.3	74530248	74734279			ENSG00000272243
HMGA1	34236873	34246231			ENSG00000137309
RP11-230C9.4	156774217	156774662			ENSG00000271265
RP1-153P14.8	37507348	37535616			ENSG00000204110
SLC25A20P1	52246460	52247362			ENSG00000218363
RP1-93H18.1	116280199	116370273			ENSG00000240050
TSPYL1	116276578	116279903	SUDDEN INFANT DEATH WITH DYSGENESIS OF THE TESTES SYNDROME; SIDDT	608800	ENSG00000189241
GABRR1	89177501	89231278			ENSG00000146276
RP11-554D15.4	74642384	74652002			ENSG00000224583
RP11-9G10.1	74282266	74282660			ENSG00000217178
RP11-554D15.2	74610449	74610715			ENSG00000218483
RPL26P20	75499705	75500136			ENSG00000219722
TNFRSF21	47231532	47309905			ENSG00000146072
B3GNTL1P2	47368943	47369230			ENSG00000271328
RP11-69L16.4	7276031	7298872			ENSG00000238221
RP3-449H6.2	44551577	44553281			ENSG00000279076
RP3-492P14.2	82263996	82264974			ENSG00000220537
RP3-337H4.9	43519180	43519724			ENSG00000271754
RP3-337H4.10	43561872	43562419			ENSG00000271970
RP11-288H12.3	160093082	160096212			ENSG00000213073
AIRN	160003291	160007664			ENSG00000268257
NPM1P51	41666906	41667649			ENSG00000230913
IGF2R	159969099	160113507			ENSG00000197081
YIPF3	43511827	43516990			ENSG00000137207
HLA-L	30259584	30293014			ENSG00000243753
RP1-153P14.3	37543553	37547280			ENSG00000229559
TRIM26BP	30238301	30242279			ENSG00000236475
HIST1H2APS2	25882026	25882395			ENSG00000242387
RP3-448I9.2	14391231	14393288			ENSG00000237346
RP1-153P14.5	37545145	37550860			ENSG00000227920
SIM1	100385015	100464929			ENSG00000112246
PPP1R10	30600400	30618612			ENSG00000204569
RP1-153P14.7	37567716	37571460			ENSG00000279942
TPBG	82363206	82370828			ENSG00000146242
RP11-428J1.2	4979072	4979494			ENSG00000217030
RP3-448I9.1	14394326	14404289			ENSG00000234540
HSF2	122399546	122433119			ENSG00000025156
RP11-157L10.1	162957258	162957548			ENSG00000217557
RP1-301L19.1	163165414	163192002			ENSG00000225683
RP11-351J23.2	167666840	167679270			ENSG00000272549
SYNJ2-IT1	158001107	158002383			ENSG00000233496
RP1-121G13.2	100427118	100437484			ENSG00000228082
KRT8P44	162568379	162569728			ENSG00000227913
SYNJ2	157981887	158099176			ENSG00000078269
UBQLN1P1	30363112	30364280			ENSG00000236405
MICC	30414715	30419319			ENSG00000226577
TMPOP1	30466452	30467994			ENSG00000229068
SUCLA2P1	30468882	30470251			ENSG00000224936
RANP1	30485940	30486590			ENSG00000236603
CLPS	35794982	35797344			ENSG00000137392
PNRC1	89080751	89085160			ENSG00000146278
RP11-448N11.1	62460940	62461503			ENSG00000216859
RP11-361F19.1	68598204	68598393			ENSG00000218834
RP3-525N10.2	68629962	68635027			ENSG00000230910
RP5-826L7.1	163586583	163588165			ENSG00000228692
HCG18	30287397	30327150			ENSG00000231074
PARK2	161347420	162727771	PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE; PARK2;;PARKINSON DISEASE, JUVENILE, AUTOSOMAL RECESSIVE; PDJ;;PARKINSONISM, EARLY-ONSET, WITH DIURNAL FLUCTUATION; EPDF	600116	ENSG00000185345
PARK2	161347420	162727771	PARKINSON DISEASE, LATE-ONSET; PD;;PARK	168600	ENSG00000185345
RP1-80N2.3	6680309	6683633			ENSG00000261211
RP1-80N2.4	6685148	6686984			ENSG00000279368
SCAF8	154733325	154834244			ENSG00000213079
RPL3P2	31280317	31281519			ENSG00000227939
RP1-230L10.1	163703904	163759841			ENSG00000235538
RP11-560O20.1	74849077	74850484			ENSG00000219736
RP1-199J3.7	99568097	99569096			ENSG00000272017
CHCHD2P4	134393142	134393900			ENSG00000213118
HIST1H2BO	27893463	27893843			ENSG00000274641
RP1-155D22.2	164084023	164085661			ENSG00000260422
RP11-125D12.1	159353922	159354673			ENSG00000231178
RP11-125D12.2	159383531	159396443			ENSG00000234777
RP11-557H15.3	134428240	134520585			ENSG00000231971
HIST1H1PS1	26195566	26195771			ENSG00000216331
HIST1H2BE	26183795	26184180			ENSG00000274290
HLA-B	31353872	31357188	SEVERE CUTANEOUS ADVERSE REACTION, SUSCEPTIBILITY TOTOXIC EPIDERMAL NECROLYSIS, SUSCEPTIBILITY TO, INCLUDED;;STEVENS-JOHNSON SYNDROME, SUSCEPTIBILITY TO, INCLUDED;;HYPERSENSITIVITY SYNDROME, CARBAMAZEPINE-INDUCED, SUSCEPTIBILITY TO,INCLUDED	608579	ENSG00000234745
LINC01010	134437716	134504581			ENSG00000236700
HIST1H3D	26196840	26197250			ENSG00000197409
RP3-400B16.2	4189116	4189806			ENSG00000216307
RRP36	43021645	43034156			ENSG00000124541
RP1-34B20.4	26202156	26202654			ENSG00000217275
RP1-80N2.2	6692744	6711002			ENSG00000226281
RP11-317M22.1	160163539	160163755			ENSG00000216516
RP3-468B3.4	33883170	33883411			ENSG00000271362
RP3-468B3.2	33893323	33927631			ENSG00000233183
RP3-470L22.1	6758276	6759291			ENSG00000224532
LINC01016	33867506	33896914			ENSG00000249346
ARFGEF3	138161921	138344663			ENSG00000112379
RP1-20C7.6	43033897	43034405			ENSG00000272223
RP3-355L5.5	105273220	105273760			ENSG00000272102
UQCC2	33694293	33711727	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 7; MC3DN7	615824	ENSG00000137288
RP3-393E18.1	159526062	159526527			ENSG00000216480
RP3-393E18.3	159555964	159556174			ENSG00000276413
RP1-101K10.6	152983750	152989223			ENSG00000227627
RP11-351J23.1	167679626	167683787			ENSG00000203688
RP3-431P23.2	167767083	167768568			ENSG00000213065
LINC01558	167784537	167796859			ENSG00000146521
RP3-431P23.5	167795530	167798248			ENSG00000269155
DAAM2	39792298	39904877			ENSG00000146122
RP4-570O12.3	88172261	88175762			ENSG00000279565
RP4-570O12.2	88265158	88265511			ENSG00000220131
ZSCAN12	28378955	28399734			ENSG00000158691
FBXL4	98868538	98948006	MITOCHONDRIAL DNA DEPLETION SYNDROME 13 (ENCEPHALOMYOPATHIC TYPE);MTDPS13	615471	ENSG00000112234
RP3-462C17.1	40516336	40523933			ENSG00000226454
RP11-121P10.1	40501631	40502393			ENSG00000236075
LRFN2	40391586	40587465			ENSG00000156564
RPS12	132814441	132817564			ENSG00000112306
BEND3	107065182	107115269			ENSG00000178409
RP11-448N11.2	62547427	62548272			ENSG00000217067
HIST1H4E	26204645	26204956			ENSG00000276966
ZBTB12	31899607	31901992			ENSG00000204366
ACTBP8	88275882	88276989			ENSG00000220267
ZSCAN23	28431930	28443502			ENSG00000187987
RP11-570K4.1	40713411	40715363			ENSG00000237947
RNF5	32178354	32180793			ENSG00000204308
RP1-155D22.1	164108620	164109694			ENSG00000230627
RP11-347L18.1	164346489	164348644			ENSG00000226739
C6orf183	109165833	109271014			ENSG00000243587
OR2AD1P	29026680	29027607			ENSG00000223677
RP11-374A22.1	123823240	123829285			ENSG00000237321
HIST1H2BG	26216066	26216692			ENSG00000273802
RWDD2A	83193379	83198932			ENSG00000013392
HMGB1P13	132868218	132868859			ENSG00000220557
DHX16	30653119	30673037			ENSG00000204560
RP11-164N20.2	63612761	63612903			ENSG00000262651
RPL9P18	63615827	63616361			ENSG00000213309
RP1-249F5.3	159899186	159902510			ENSG00000236823
SDHAF4	70566917	70589569			ENSG00000154079
MAS1	159906690	159916530			ENSG00000130368
RP1-273P12.1	17381367	17382120			ENSG00000219314
COX11P1	28446973	28447807			ENSG00000231162
OR2E1P	28455648	28456141			ENSG00000219262
MAP7	136342281	136550819			ENSG00000135525
RP11-300M24.1	164827750	164831630			ENSG00000227455
RAET1E	149883375	149898102			ENSG00000164520
RP11-415D17.3	75357214	75399300			ENSG00000237174
RP3-425P12.5	25041839	25056664			ENSG00000229313
TUBB3P1	89301783	89303114			ENSG00000220418
ASS1P1	25023247	25024483			ENSG00000220517
RP11-367G6.3	25014952	25042170			ENSG00000272053
HMGB1P39	75319101	75319980			ENSG00000203489
GPX6	28503296	28528215			ENSG00000198704
APOM	31652416	31658210			ENSG00000204444
GABRR2	89257208	89315299			ENSG00000111886
RP11-534P19.1	165117195	165117524			ENSG00000217878
FILIP1	75291859	75493738			ENSG00000118407
PNPLA1	36243203	36308595	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 10; ARCI10	615024	ENSG00000180316
NKAIN2	123804141	124825657			ENSG00000188580
C6orf132	42101118	42142619			ENSG00000188112
NUP43	149724315	149749665			ENSG00000120253
FAM65B	24804282	25042168			ENSG00000111913
RPL13AP	29582508	29583025			ENSG00000231301
OR2H5P	29573909	29574836			ENSG00000232173
RP11-415D17.1	75465123	75465570			ENSG00000217680
SRSF12	89095959	89118081			ENSG00000154548
RP11-415D17.4	75454944	75458900			ENSG00000238156
